Blue Raw:Wavelength(nm),Blue Raw:Raw,Yellow Raw:Wavelength(nm),Yellow Raw:Raw,Green Raw:Wavelength(nm),Green Raw:Raw,Chlorophyll Raw:Wavelength(nm),Chlorophyll Raw:Raw
380.60000000000002,2340.3249999999998,380.60000000000002,1285.9249999999997,380.60000000000002,1681.6833333333329,380.60000000000002,1323.4416666666666
381.5,2395.047222222222,381.5,1284.7861111111108,381.5,1706.1833333333332,381.5,1312.163888888889
382.30000000000001,2515.6583333333333,382.30000000000001,1268.2305555555556,382.30000000000001,1754.6833333333332,382.30000000000001,1307.7194444444447
383.19999999999999,2657.0472222222229,383.19999999999999,1255.2861111111113,383.19999999999999,1821.1277777777775,383.19999999999999,1325.663888888889
384.10000000000002,2810.9361111111116,384.10000000000002,1239.675,384.10000000000002,1893.4611111111108,384.10000000000002,1339.7194444444442
385,2974.1027777777781,385,1248.286111111111,385,1979.1833333333332,385,1330.497222222222
385.89999999999998,3154.3805555555555,385.89999999999998,1258.5638888888889,385.89999999999998,2069.0166666666664,385.89999999999998,1331.6083333333333
386.80000000000001,3381.047222222222,386.80000000000001,1268.5638888888889,386.80000000000001,2209.5722222222225,386.80000000000001,1335.8861111111112
387.69999999999999,3668.713888888889,387.69999999999999,1271.8972222222221,387.69999999999999,2365.0722222222221,387.69999999999999,1347.1083333333333
388.5,3976.213888888889,388.5,1267.3416666666665,388.5,2534.7388888888891,388.5,1337.5527777777777
389.39999999999998,4307.7138888888885,389.39999999999998,1277.6194444444443,389.39999999999998,2686.7388888888891,389.39999999999998,1335.5527777777779
390.30000000000001,4648.1027777777781,390.30000000000001,1283.6194444444443,390.30000000000001,2842.9611111111112,390.30000000000001,1346.8861111111112
391.19999999999999,5030.9916666666677,391.19999999999999,1289.5083333333332,391.19999999999999,3010.3499999999999,391.19999999999999,1366.9972222222223
392.10000000000002,5413.9361111111102,392.10000000000002,1280.6194444444443,392.10000000000002,3161.6833333333329,392.10000000000002,1375.7194444444442
393,5787.8249999999998,393,1278.0083333333332,393,3313.1277777777777,393,1381.2749999999999
393.89999999999998,6133.7694444444433,393.89999999999998,1282.7305555555556,393.89999999999998,3444.2388888888891,393.89999999999998,1373.5527777777777
394.69999999999999,6455.2694444444433,394.69999999999999,1288.786111111111,394.69999999999999,3583.7944444444443,394.69999999999999,1392.2194444444442
395.60000000000002,6748.9361111111102,395.60000000000002,1291.7861111111113,395.60000000000002,3718.3499999999999,395.60000000000002,1410.4972222222223
396.5,6999.8249999999998,396.5,1286.7861111111113,396.5,3850.5166666666664,396.5,1434.7749999999999
397.39999999999998,7218.5472222222224,397.39999999999998,1284.4527777777778,397.39999999999998,3962.0722222222216,397.39999999999998,1434.2194444444447
398.30000000000001,7387.4361111111111,398.30000000000001,1278.8416666666665,398.30000000000001,4059.6277777777773,398.30000000000001,1445.7194444444447
399.19999999999999,7546.7694444444451,399.19999999999999,1290.5638888888886,399.19999999999999,4153.4611111111108,399.19999999999999,1469.1083333333333
400.10000000000002,7720.6583333333328,400.10000000000002,1291.8416666666665,400.10000000000002,4253.2944444444438,400.10000000000002,1494.8861111111109
400.89999999999998,7892.6583333333328,400.89999999999998,1294.675,400.89999999999998,4353.5722222222221,400.89999999999998,1510.7194444444447
401.80000000000001,8089.2138888888885,401.80000000000001,1298.5638888888886,401.80000000000001,4468.0722222222221,401.80000000000001,1527.7194444444447
402.69999999999999,8267.936111111112,402.69999999999999,1298.675,402.69999999999999,4584.6277777777768,402.69999999999999,1554.3305555555555
403.60000000000002,8494.3805555555555,403.60000000000002,1300.0083333333332,403.60000000000002,4710.5166666666664,403.60000000000002,1575.5527777777777
404.5,8723.2138888888894,404.5,1303.4527777777776,404.5,4821.9611111111108,404.5,1605.2749999999999
405.39999999999998,8975.5472222222234,405.39999999999998,1308.4527777777776,405.39999999999998,4940.5166666666664,405.39999999999998,1628.4416666666666
406.30000000000001,9245.9916666666668,406.30000000000001,1320.5638888888889,406.30000000000001,5074.5722222222221,406.30000000000001,1661.6083333333333
407.19999999999999,9534.8249999999989,407.19999999999999,1308.3416666666665,407.19999999999999,5207.8499999999995,407.19999999999999,1682.7749999999999
408,9821.436111111112,408,1299.5638888888889,408,5335.3499999999995,408,1718.9972222222223
408.89999999999998,10089.047222222222,408.89999999999998,1289.4527777777776,408.89999999999998,5437.9611111111108,408.89999999999998,1743.497222222222
409.80000000000001,10355.43611111111,409.80000000000001,1284.8416666666665,409.80000000000001,5544.1833333333334,409.80000000000001,1772.1083333333333
410.69999999999999,10629.102777777776,410.69999999999999,1295.5638888888886,410.69999999999999,5642.905555555556,410.69999999999999,1792.5527777777777
411.60000000000002,10941.047222222222,411.60000000000002,1299.3972222222219,411.60000000000002,5743.7944444444438,411.60000000000002,1822.7194444444442
412.5,11236.824999999999,412.5,1302.2861111111108,412.5,5849.1277777777786,412.5,1851.9972222222223
413.39999999999998,11556.102777777778,413.39999999999998,1291.1194444444443,413.39999999999998,5955.5166666666664,413.39999999999998,1882.6638888888886
414.19999999999999,11847.547222222223,414.19999999999999,1282.7305555555556,414.19999999999999,6061.905555555556,414.19999999999999,1918.6638888888886
415.10000000000002,12164.380555555557,415.10000000000002,1283.0083333333332,415.10000000000002,6156.6277777777768,415.10000000000002,1940.163888888889
416,12462.713888888888,416,1285.0083333333332,416,6260.0166666666664,416,1957.2749999999999
416.89999999999998,12768.602777777778,416.89999999999998,1283.5638888888886,416.89999999999998,6352.9611111111108,416.89999999999998,1971.7749999999999
417.80000000000001,13064.991666666667,417.80000000000001,1273.3972222222219,417.80000000000001,6446.1277777777768,417.80000000000001,2000.0527777777777
418.69999999999999,13413.213888888888,418.69999999999999,1283.4527777777776,418.69999999999999,6546.4611111111108,418.69999999999999,2027.6083333333333
419.60000000000002,13732.769444444442,419.60000000000002,1285.8972222222221,419.60000000000002,6646.9611111111117,419.60000000000002,2054.3861111111109
420.39999999999998,14074.547222222222,420.39999999999998,1293.0638888888889,420.39999999999998,6737.0166666666673,420.39999999999998,2069.6083333333331
421.30000000000001,14381.380555555554,421.30000000000001,1286.8416666666665,421.30000000000001,6833.6833333333343,421.30000000000001,2083.4416666666662
422.19999999999999,14722.102777777778,422.19999999999999,1287.675,422.19999999999999,6939.905555555556,422.19999999999999,2101.1083333333336
423.10000000000002,15076.380555555554,423.10000000000002,1277.5638888888889,423.10000000000002,7060.1833333333343,423.10000000000002,2119.1083333333331
424,15409.936111111112,424,1281.5083333333332,424,7162.9055555555569,424,2150.1083333333331
424.89999999999998,15759.880555555554,424.89999999999998,1278.5638888888886,424.89999999999998,7261.5166666666673,424.89999999999998,2176.7194444444444
425.80000000000001,16084.047222222222,425.80000000000001,1295.5638888888886,425.80000000000001,7362.5166666666673,425.80000000000001,2202.4972222222223
426.60000000000002,16447.54722222222,426.60000000000002,1294.0083333333332,426.60000000000002,7467.6833333333343,426.60000000000002,2243.7194444444444
427.5,16797.602777777778,427.5,1305.2305555555556,427.5,7567.2944444444465,427.5,2276.4416666666671
428.39999999999998,17139.04722222222,428.39999999999998,1288.3972222222221,428.39999999999998,7654.6277777777796,428.39999999999998,2320.1638888888888
429.30000000000001,17435.713888888888,429.30000000000001,1295.7861111111108,429.30000000000001,7743.0166666666673,429.30000000000001,2345.9416666666662
430.19999999999999,17711.380555555555,430.19999999999999,1295.6194444444443,430.19999999999999,7814.0722222222239,430.19999999999999,2366.8861111111114
431.10000000000002,17965.658333333329,431.10000000000002,1292.4527777777776,431.10000000000002,7867.4055555555569,431.10000000000002,2400.8305555555557
432,18193.769444444446,432,1289.0638888888889,432,7920.0166666666673,432,2435.1083333333336
432.80000000000001,18406.658333333333,432.80000000000001,1270.5638888888889,432.80000000000001,7981.23888888889,432.80000000000001,2482.7194444444444
433.69999999999999,18579.547222222223,433.69999999999999,1280.5083333333332,433.69999999999999,8033.4055555555569,433.69999999999999,2514.5527777777775
434.60000000000002,18711.825000000001,434.60000000000002,1275.4527777777776,434.60000000000002,8036.0166666666673,434.60000000000002,2556.1083333333336
435.5,18799.93611111111,435.5,1294.3416666666665,435.5,8015.4055555555569,435.5,2605.5527777777775
436.39999999999998,18840.491666666665,436.39999999999998,1303.5638888888889,436.39999999999998,7987.6833333333343,436.39999999999998,2659.9416666666666
437.30000000000001,18882.04722222222,437.30000000000001,1301.7305555555556,437.30000000000001,7968.5722222222239,437.30000000000001,2712.8861111111109
438.19999999999999,18876.54722222222,438.19999999999999,1303.2305555555556,438.19999999999999,7935.1833333333343,438.19999999999999,2753.4416666666671
439,18827.04722222222,439,1294.675,439,7860.6833333333343,439,2799.1083333333336
439.89999999999998,18726.325000000001,439.89999999999998,1299.4527777777776,439.89999999999998,7779.0722222222239,439.89999999999998,2832.9416666666671
440.80000000000001,18543.047222222223,440.80000000000001,1284.4527777777776,440.80000000000001,7681.1833333333343,440.80000000000001,2868.3305555555562
441.69999999999999,18356.04722222222,441.69999999999999,1288.4527777777776,441.69999999999999,7581.7944444444447,441.69999999999999,2905.2194444444449
442.60000000000002,18110.991666666669,442.60000000000002,1269.5638888888889,442.60000000000002,7456.0166666666673,442.60000000000002,2924.3305555555562
443.5,17863.325000000001,443.5,1269.5083333333332,443.5,7342.0722222222221,443.5,2940.2194444444449
444.39999999999998,17556.491666666665,444.39999999999998,1271.0638888888889,444.39999999999998,7202.7388888888891,444.39999999999998,2951.0527777777784
445.19999999999999,17238.213888888891,445.19999999999999,1285.5083333333332,445.19999999999999,7064.5166666666673,445.19999999999999,2973.5527777777784
446.10000000000002,16940.269444444446,446.10000000000002,1289.3416666666665,446.10000000000002,6908.1833333333343,446.10000000000002,2987.4972222222227
447,16640.658333333336,447,1280.8416666666665,447,6779.1277777777796,447,2990.3861111111114
447.89999999999998,16352.213888888888,447.89999999999998,1281.2861111111108,447.89999999999998,6665.6277777777796,447.89999999999998,2999.4416666666671
448.80000000000001,16058.602777777778,448.80000000000001,1285.175,448.80000000000001,6552.0166666666673,448.80000000000001,3010.0527777777775
449.69999999999999,15809.936111111112,449.69999999999999,1303.7861111111108,449.69999999999999,6452.905555555556,449.69999999999999,3017.4416666666671
450.60000000000002,15584.936111111112,450.60000000000002,1315.3416666666665,450.60000000000002,6358.4611111111108,450.60000000000002,3029.4416666666671
451.5,15385.491666666667,451.5,1321.675,451.5,6286.6277777777768,451.5,3033.8305555555562
452.30000000000001,15179.213888888888,452.30000000000001,1307.1194444444445,452.30000000000001,6220.6277777777768,452.30000000000001,3033.6083333333336
453.19999999999999,15017.991666666667,453.19999999999999,1297.286111111111,453.19999999999999,6150.0166666666664,453.19999999999999,3021.4972222222223
454.10000000000002,14873.213888888888,454.10000000000002,1294.0083333333332,454.10000000000002,6109.1833333333334,454.10000000000002,3025.3861111111109
455,14753.713888888888,455,1294.7861111111108,455,6072.7388888888891,455,3027.4972222222223
455.89999999999998,14625.602777777776,455.89999999999998,1300.5638888888886,455.89999999999998,6042.0722222222221,455.89999999999998,3030.6638888888888
456.80000000000001,14504.713888888888,456.80000000000001,1291.675,456.80000000000001,6010.3499999999995,456.80000000000001,3044.0527777777775
457.69999999999999,14408.269444444442,457.69999999999999,1294.1194444444443,457.69999999999999,5979.9611111111108,457.69999999999999,3056.3305555555557
458.5,14357.213888888888,458.5,1294.0083333333332,458.5,5962.405555555556,458.5,3080.5527777777784
459.39999999999998,14318.991666666667,459.39999999999998,1309.1194444444443,459.39999999999998,5937.5722222222221,459.39999999999998,3079.3861111111114
460.30000000000001,14292.769444444444,460.30000000000001,1309.6194444444443,460.30000000000001,5908.3499999999995,460.30000000000001,3103.0527777777784
461.19999999999999,14242.324999999999,461.19999999999999,1296.0638888888886,461.19999999999999,5884.405555555556,461.19999999999999,3112.3305555555557
462.10000000000002,14221.102777777776,462.10000000000002,1301.7861111111108,462.10000000000002,5877.5722222222221,462.10000000000002,3138.2750000000001
463,14238.380555555554,463,1311.2305555555556,463,5889.3499999999995,463,3160.4972222222223
463.89999999999998,14234.991666666667,463.89999999999998,1319.675,463.89999999999998,5902.0166666666664,463.89999999999998,3198.9972222222223
464.69999999999999,14247.047222222223,464.69999999999999,1314.8416666666665,464.69999999999999,5905.4611111111108,464.69999999999999,3235.6083333333336
465.60000000000002,14232.269444444444,465.60000000000002,1310.5638888888889,465.60000000000002,5931.405555555556,465.60000000000002,3289.9416666666671
466.5,14284.602777777778,466.5,1315.7305555555556,466.5,5953.8499999999995,466.5,3350.9416666666671
467.39999999999998,14293.824999999999,467.39999999999998,1319.7861111111108,467.39999999999998,5989.0722222222221,467.39999999999998,3420.4416666666671
468.30000000000001,14325.436111111112,468.30000000000001,1325.8416666666665,468.30000000000001,6004.905555555556,468.30000000000001,3481.7194444444449
469.19999999999999,14304.324999999999,469.19999999999999,1322.8416666666665,469.19999999999999,6010.9611111111117,469.19999999999999,3550.6083333333336
470.10000000000002,14330.047222222222,470.10000000000002,1310.7305555555556,470.10000000000002,6014.1277777777786,470.10000000000002,3622.7750000000001
470.89999999999998,14308.880555555554,470.89999999999998,1311.8416666666665,470.89999999999998,6028.1277777777768,470.89999999999998,3709.2750000000001
471.80000000000001,14290.824999999999,471.80000000000001,1324.2861111111108,471.80000000000001,6037.0722222222221,471.80000000000001,3786.1083333333336
472.69999999999999,14216.658333333333,472.69999999999999,1322.175,472.69999999999999,6028.7944444444438,472.69999999999999,3891.3305555555562
473.60000000000002,14168.991666666667,473.60000000000002,1320.5083333333332,473.60000000000002,6013.7944444444438,473.60000000000002,3984.8305555555562
474.5,14071.991666666667,474.5,1319.0083333333332,474.5,6015.9055555555542,474.5,4088.3861111111114
475.39999999999998,14022.936111111112,475.39999999999998,1337.175,475.39999999999998,6044.1277777777768,475.39999999999998,4192.7750000000005
476.30000000000001,13936.269444444444,476.30000000000001,1331.175,476.30000000000001,6047.2944444444438,476.30000000000001,4306.7750000000005
477.10000000000002,13898.436111111112,477.10000000000002,1325.0638888888889,477.10000000000002,6049.6833333333334,477.10000000000002,4419.0527777777779
478,13795.158333333333,478,1325.3416666666665,478,6024.405555555556,478,4518.4972222222223
478.89999999999998,13715.324999999999,478.89999999999998,1334.7305555555556,478.89999999999998,6020.3499999999995,478.89999999999998,4619.8305555555553
479.80000000000001,13643.158333333333,479.80000000000001,1336.1194444444443,479.80000000000001,6027.2388888888891,479.80000000000001,4743.8305555555553
480.69999999999999,13594.213888888889,480.69999999999999,1332.5083333333332,480.69999999999999,6031.5722222222221,480.69999999999999,4876.2750000000005
481.60000000000002,13526.547222222223,481.60000000000002,1330.5083333333332,481.60000000000002,6038.5166666666664,481.60000000000002,5013.219444444444
482.5,13483.491666666667,482.5,1342.7861111111113,482.5,6054.6277777777768,482.5,5145.9972222222232
483.30000000000001,13450.880555555554,483.30000000000001,1353.7861111111113,483.30000000000001,6110.2944444444447,483.30000000000001,5290.5527777777779
484.19999999999999,13433.324999999999,484.19999999999999,1364.9527777777778,484.19999999999999,6172.1833333333334,484.19999999999999,5441.1638888888892
485.10000000000002,13375.658333333333,485.10000000000002,1372.2861111111113,485.10000000000002,6229.5166666666664,485.10000000000002,5589.2750000000005
486,13352.547222222222,486,1373.4527777777778,486,6270.9055555555542,486,5740.4416666666666
486.89999999999998,13333.491666666667,486.89999999999998,1368.1194444444445,486.89999999999998,6322.4055555555542,486.89999999999998,5907.9416666666666
487.80000000000001,13356.324999999999,487.80000000000001,1360.8972222222221,487.80000000000001,6387.0722222222221,487.80000000000001,6084.219444444444
488.69999999999999,13370.213888888889,488.69999999999999,1352.675,488.69999999999999,6465.2944444444438,488.69999999999999,6280.219444444444
489.5,13429.102777777778,489.5,1356.175,489.5,6543.3499999999995,489.5,6460.3861111111109
490.39999999999998,13509.102777777778,490.39999999999998,1362.675,490.39999999999998,6627.6833333333343,490.39999999999998,6633.2750000000005
491.30000000000001,13609.602777777778,491.30000000000001,1372.7861111111108,491.30000000000001,6721.3500000000013,491.30000000000001,6808.4972222222232
492.19999999999999,13746.713888888888,492.19999999999999,1386.1194444444443,492.19999999999999,6833.7944444444447,492.19999999999999,6999.1638888888892
493.10000000000002,13917.380555555557,493.10000000000002,1387.5638888888886,493.10000000000002,6959.73888888889,493.10000000000002,7236.4416666666666
494,14105.991666666667,494,1394.675,494,7099.1277777777796,494,7457.7750000000005
494.89999999999998,14294.491666666667,494.89999999999998,1383.7861111111108,494.89999999999998,7244.1277777777796,494.89999999999998,7708.1083333333336
495.80000000000001,14499.380555555554,495.80000000000001,1378.1194444444443,495.80000000000001,7393.73888888889,495.80000000000001,7957.8861111111109
496.60000000000002,14736.713888888888,496.60000000000002,1373.9527777777776,496.60000000000002,7559.5722222222239,496.60000000000002,8233.2194444444449
497.5,14994.158333333333,497.5,1384.7861111111108,497.5,7764.5166666666673,497.5,8516.552777777777
498.39999999999998,15257.713888888888,498.39999999999998,1399.1194444444443,498.39999999999998,7941.7944444444447,498.39999999999998,8782.8305555555544
499.30000000000001,15517.991666666667,499.30000000000001,1405.5638888888886,499.30000000000001,8141.405555555556,499.30000000000001,9069.7749999999996
500.19999999999999,15759.213888888888,500.19999999999999,1407.2861111111108,500.19999999999999,8330.6277777777796,500.19999999999999,9329.3305555555562
501.10000000000002,15997.991666666667,501.10000000000002,1411.0638888888889,501.10000000000002,8549.3500000000004,501.10000000000002,9594.2749999999996
502,16216.880555555554,502,1432.5638888888889,502,8731.0166666666682,502,9841.3305555555562
502.80000000000001,16427.491666666665,502.80000000000001,1442.8972222222221,502.80000000000001,8887.9611111111135,502.80000000000001,10074.16388888889
503.69999999999999,16580.991666666665,503.69999999999999,1459.2305555555556,503.69999999999999,9028.6833333333343,503.69999999999999,10285.497222222222
504.60000000000002,16709.880555555555,504.60000000000002,1447.2861111111113,504.60000000000002,9171.0166666666682,504.60000000000002,10471.941666666668
505.5,16837.324999999997,505.5,1457.5083333333332,505.5,9309.3500000000004,505.5,10657.441666666668
506.39999999999998,16933.658333333333,506.39999999999998,1465.9527777777778,506.39999999999998,9475.7388888888909,506.39999999999998,10828.941666666666
507.30000000000001,17026.102777777778,507.30000000000001,1485.7305555555556,507.30000000000001,9607.5722222222248,507.30000000000001,10966.330555555556
508.19999999999999,17050.93611111111,508.19999999999999,1499.9527777777776,508.19999999999999,9722.9611111111135,508.19999999999999,11083.830555555556
509,17085.269444444446,509,1509.7861111111108,509,9819.5166666666682,509,11172.941666666666
509.89999999999998,17084.825000000001,509.89999999999998,1520.2305555555552,509.89999999999998,9940.4611111111099,509.89999999999998,11249.66388888889
510.80000000000001,17041.769444444442,510.80000000000001,1548.8416666666665,510.80000000000001,10052.85,510.80000000000001,11308.052777777777
511.69999999999999,16972.43611111111,511.69999999999999,1574.7305555555556,511.69999999999999,10145.461111111113,511.69999999999999,11357.163888888887
512.5,16874.213888888888,512.5,1610.5083333333332,512.5,10203.35,512.5,11393.608333333332
513.29999999999995,16800.713888888891,513.29999999999995,1628.7861111111113,513.29999999999995,10270.516666666668,513.29999999999995,11405.552777777777
514.10000000000002,16693.325000000001,514.10000000000002,1657.675,514.10000000000002,10336.072222222223,514.10000000000002,11415.997222222222
514.89999999999998,16549.602777777774,514.89999999999998,1699.0638888888886,514.89999999999998,10418.85,514.89999999999998,11365.941666666666
515.70000000000005,16379.824999999997,515.70000000000005,1751.175,515.70000000000005,10507.016666666668,515.70000000000005,11345.941666666666
516.5,16252.047222222222,516.5,1811.8972222222219,516.5,10574.572222222223,516.5,11301.163888888887
517.29999999999995,16127.380555555554,517.29999999999995,1882.3972222222219,517.29999999999995,10646.85,517.29999999999995,11307.608333333332
518.10000000000002,15982.658333333333,518.10000000000002,1960.2305555555552,518.10000000000002,10720.905555555555,518.10000000000002,11256.163888888887
518.89999999999998,15756.213888888888,518.89999999999998,2035.0638888888886,518.89999999999998,10788.461111111113,518.89999999999998,11175.275
519.70000000000005,15528.713888888888,519.70000000000005,2122.1749999999997,519.70000000000005,10866.016666666668,519.70000000000005,11087.330555555554
520.5,15297.436111111108,520.5,2244.5083333333332,520.5,10902.12777777778,520.5,10991.719444444441
521.29999999999995,15075.158333333333,521.29999999999995,2397.952777777778,521.29999999999995,10956.294444444446,521.29999999999995,10904.386111111111
522.10000000000002,14830.769444444444,522.10000000000002,2565.6194444444445,522.10000000000002,10950.016666666668,522.10000000000002,10797.275000000001
522.89999999999998,14561.324999999999,522.89999999999998,2726.5638888888893,522.89999999999998,10967.961111111113,522.89999999999998,10678.441666666668
523.70000000000005,14246.269444444444,523.70000000000005,2901.286111111111,523.70000000000005,10924.35,523.70000000000005,10545.163888888888
524.5,13890.991666666667,524.5,3089.619444444445,524.5,10869.683333333334,524.5,10383.497222222222
525.29999999999995,13533.936111111108,525.29999999999995,3281.8972222222224,525.29999999999995,10774.016666666668,525.29999999999995,10195.275
526.10000000000002,13179.936111111108,526.10000000000002,3491.7861111111119,526.10000000000002,10687.905555555555,526.10000000000002,9998.9972222222223
526.89999999999998,12865.436111111112,526.89999999999998,3710.6750000000006,526.89999999999998,10604.627777777778,526.89999999999998,9801.3305555555562
527.70000000000005,12555.380555555554,527.70000000000005,3952.1750000000006,527.70000000000005,10524.683333333334,527.70000000000005,9625.7194444444449
528.5,12229.213888888888,528.5,4214.8416666666672,528.5,10452.572222222225,528.5,9473.9972222222223
529.29999999999995,11895.936111111108,529.29999999999995,4485.5638888888898,529.29999999999995,10369.183333333334,529.29999999999995,9312.6083333333336
530.10000000000002,11554.047222222222,530.10000000000002,4764.5638888888898,530.10000000000002,10246.405555555557,530.10000000000002,9141.1083333333336
530.79999999999995,11259.380555555554,530.79999999999995,5054.8972222222228,530.79999999999995,10116.183333333334,530.79999999999995,8984.1083333333336
531.60000000000002,10968.658333333333,531.60000000000002,5336.8416666666672,531.60000000000002,9992.8500000000004,531.60000000000002,8840.9416666666675
532.39999999999998,10700.213888888888,532.39999999999998,5646.1194444444445,532.39999999999998,9890.5166666666682,532.39999999999998,8723.6083333333336
533.20000000000005,10431.213888888888,533.20000000000005,5914.3972222222228,533.20000000000005,9758.5722222222248,533.20000000000005,8568.6638888888901
534,10163.658333333333,534,6189.0083333333341,534,9635.9055555555587,534,8431.4972222222223
534.79999999999995,9878.436111111112,534.79999999999995,6449.8416666666672,534.79999999999995,9485.4055555555569,534.79999999999995,8256.9416666666657
535.60000000000002,9600.6583333333328,535.60000000000002,6719.6194444444445,535.60000000000002,9341.2388888888909,535.60000000000002,8136.6638888888883
536.39999999999998,9359.8805555555555,536.39999999999998,6987.8416666666672,536.39999999999998,9185.2944444444456,536.39999999999998,8003.4416666666666
537.20000000000005,9159.2694444444442,537.20000000000005,7228.8972222222228,537.20000000000005,9057.8500000000004,537.20000000000005,7918.719444444444
538,8954.936111111112,538,7464.1194444444454,538,8934.0166666666682,538,7819.3861111111109
538.79999999999995,8756.0472222222234,538.79999999999995,7698.8416666666672,538.79999999999995,8793.4611111111135,538.79999999999995,7742.5527777777779
539.60000000000002,8545.9916666666668,539.60000000000002,7942.7861111111124,539.60000000000002,8671.2388888888909,539.60000000000002,7676.4972222222232
540.39999999999998,8362.5472222222215,540.39999999999998,8174.7861111111124,540.39999999999998,8562.1277777777796,540.39999999999998,7618.1638888888883
541.20000000000005,8176.8250000000007,541.20000000000005,8386.6750000000011,541.20000000000005,8448.4611111111135,541.20000000000005,7570.6083333333336
542,8008.8805555555555,542,8586.9527777777785,542,8332.4055555555587,542,7534.9972222222232
542.79999999999995,7875.0472222222224,542.79999999999995,8812.0638888888898,542.79999999999995,8214.1277777777796,542.79999999999995,7506.3305555555562
543.60000000000002,7733.7138888888885,543.60000000000002,9020.5083333333332,543.60000000000002,8142.2944444444447,543.60000000000002,7491.3305555555562
544.39999999999998,7626.6583333333328,544.39999999999998,9227.3972222222219,544.39999999999998,8056.9055555555569,544.39999999999998,7486.9416666666666
545.20000000000005,7500.5472222222224,545.20000000000005,9429.6194444444427,545.20000000000005,7992.23888888889,545.20000000000005,7506.7194444444458
546,7426.1027777777772,546,9675.8416666666672,546,7927.5166666666673,546,7527.3305555555562
546.79999999999995,7346.8805555555555,546.79999999999995,9936.563888888888,546.79999999999995,7894.8500000000013,546.79999999999995,7569.7194444444458
547.60000000000002,7311.0472222222224,547.60000000000002,10212.952777777778,547.60000000000002,7890.8500000000013,547.60000000000002,7616.3305555555562
548.39999999999998,7260.9916666666659,548.39999999999998,10503.786111111112,548.39999999999998,7898.5166666666673,548.39999999999998,7708.2750000000005
549.20000000000005,7237.7694444444451,549.20000000000005,10830.619444444445,549.20000000000005,7919.5166666666673,549.20000000000005,7806.7750000000005
549.89999999999998,7234.2694444444451,549.89999999999998,11190.008333333333,549.89999999999998,7936.5722222222239,549.89999999999998,7945.4416666666666
550.70000000000005,7230.8805555555555,550.70000000000005,11539.452777777777,550.70000000000005,7966.4611111111117,550.70000000000005,8064.2750000000005
551.5,7240.9916666666659,551.5,11907.674999999997,551.5,8026.1277777777786,551.5,8232.2749999999996
552.29999999999995,7222.9361111111102,552.29999999999995,12292.89722222222,552.29999999999995,8080.6277777777786,552.29999999999995,8391.4416666666675
553.10000000000002,7238.3249999999998,553.10000000000002,12685.452777777775,553.10000000000002,8134.1277777777786,553.10000000000002,8583.8861111111109
553.89999999999998,7223.2138888888885,553.89999999999998,13058.39722222222,553.89999999999998,8160.2944444444447,553.89999999999998,8751.052777777777
554.70000000000005,7213.9361111111111,554.70000000000005,13413.008333333331,554.70000000000005,8182.1833333333343,554.70000000000005,8902.3305555555562
555.5,7164.2694444444451,555.5,13739.452777777777,555.5,8188.1277777777786,555.5,9041.2194444444449
556.29999999999995,7097.6583333333328,556.29999999999995,14012.286111111111,556.29999999999995,8167.4611111111126,556.29999999999995,9152.8305555555562
557.10000000000002,7025.5472222222224,557.10000000000002,14289.674999999997,557.10000000000002,8146.5722222222239,557.10000000000002,9291.2194444444449
557.89999999999998,6953.7694444444433,557.89999999999998,14601.619444444443,557.89999999999998,8101.8500000000013,557.89999999999998,9423.3305555555562
558.70000000000005,6903.6027777777772,558.70000000000005,14926.508333333331,558.70000000000005,8056.5166666666673,558.70000000000005,9570.3861111111109
559.5,6828.2694444444433,559.5,15183.119444444443,559.5,7986.0166666666673,559.5,9685.552777777777
560.29999999999995,6746.2694444444433,560.29999999999995,15423.39722222222,560.29999999999995,7907.73888888889,560.29999999999995,9806.9972222222223
561.10000000000002,6640.8249999999998,561.10000000000002,15678.119444444443,561.10000000000002,7814.0722222222239,561.10000000000002,9929.3861111111109
561.89999999999998,6522.2694444444433,561.89999999999998,15937.286111111111,561.89999999999998,7721.6833333333343,561.89999999999998,10051.552777777779
